0.039,0.038,0.105,0.04,0.041,0.04,0.041,0.333,0.042,0.256,0.041,0.04
0.312,0.059,0.04,0.038,0.042,0.057,0.041,0.039,0.043,0.057,0.04,0.04
0.084,0.043,0.04,0.036,1.209,0.041,0.039,0.04,1.035,0.039,0.04,0.039
0.039,0.038,0.04,0.038,0.256,0.038,0.04,0.038,0.042,0.043,0.039,0.378
0.038,1.698,0.145,0.038,0.038,0.038,2.349,0.038,0.039,0.041,0.038,1.046
0.045,0.037,0.04,0.039,0.066,0.038,0.062,0.163,0.384,0.036,0.04,0.091
0.843,0.037,0.045,0.039,0.037,0.039,0.043,0.158,0.068,0.038,0.044,0.04
0.043,0.049,1.021,0.042,0.684,0.038,0.039,0.039,0.038,0.038,0.039,0.04
