,,,,,,,,,,,
0.044,0.042,0.048,0.046,0.046,0.045,0.044,0.043,0.051,0.045,0.042,0.042
,,,,,,,,,,,
0.043,0.052,0.042,0.072,0.047,0.047,0.045,0.066,0.101,0.047,0.052,0.052
0.038,0.062,0.066,0.065,0.052,0.089,0.043,0.078,0.065,0.068,0.062,0.047
0.045,0.039,0.048,0.039,0.119,0.045,0.048,0.048,0.109,0.048,0.047,0.044
0.039,0.043,0.037,0.043,0.039,0.041,0.045,0.045,0.041,0.046,0.05,0.046
0.045,0.045,0.051,0.051,0.049,0.05,0.053,0.051,0.088,0.044,0.069,0.055
0.052,0.046,0.049,0.05,0.058,0.051,0.048,0.072,0.072,0.039,0.063,0.057
0.046,0.045,0.041,0.044,0.053,0.052,0.047,0.049,0.052,0.042,0.052,0.051
0.044,0.042,0.044,0.041,0.043,0.044,0.045,0.046,0.048,0.046,0.057,0.049
,,,,,,,,,,,
0.046,0.044,0.048,0.06,0.042,0.044,0.046,0.062,0.041,0.042,0.072,0.039
0.036,0.06,0.055,0.058,0.041,0.067,0.041,0.072,0.045,0.066,0.043,0.038
0.05,0.034,0.045,0.038,0.051,0.041,0.042,0.042,0.043,0.039,0.045,0.041
0.037,0.041,0.037,0.038,0.039,0.034,0.036,0.044,0.039,0.049,0.046,0.04
0.036,0.042,0.044,0.04,0.044,0.04,0.042,0.042,0.046,0.042,0.045,0.043
0.051,0.042,0.033,0.042,0.046,0.038,0.039,0.045,0.056,0.036,0.046,0.04
0.04,0.038,0.042,0.039,0.039,0.033,0.042,0.035,0.041,0.039,0.042,0.046
0.041,0.039,0.042,0.04,0.04,0.04,0.041,0.041,0.042,0.043,0.046,0.046
,,,,,,,,,,,
0.062,0.042,0.041,0.047,0.041,0.047,0.046,0.042,0.042,0.042,0.068,0.042
0.034,0.053,0.05,0.046,0.042,0.06,0.043,0.041,0.04,0.077,0.067,0.04
0.039,0.035,0.043,0.036,0.044,0.04,0.044,0.032,0.041,0.047,0.044,0.048
0.037,0.043,0.034,0.04,0.036,0.032,0.032,0.041,0.039,0.047,0.042,0.051
0.037,0.04,0.045,0.038,0.045,0.039,0.042,0.034,0.119,0.045,0.05,0.049
0.048,0.04,0.034,0.042,0.046,0.039,0.039,0.038,0.05,0.035,0.053,0.047
0.04,0.036,0.04,0.036,0.039,0.033,0.043,0.048,0.035,0.033,0.044,0.059
0.036,0.039,0.042,0.041,0.039,0.04,0.039,0.042,0.04,0.051,0.053,0.05
,,,,,,,,,,,
0.042,0.052,0.042,0.049,0.049,0.043,0.055,0.074,0.046,0.062,0.081,0.064
0.038,0.058,0.05,0.05,0.047,0.065,0.054,0.071,0.045,0.078,0.056,0.049
0.039,0.041,0.046,0.038,0.042,0.043,0.044,0.045,0.041,0.046,0.058,0.047
0.043,0.045,0.036,0.042,0.039,0.034,0.042,0.045,0.04,0.046,0.057,0.055
0.047,0.043,0.048,0.048,0.049,0.045,0.053,0.049,0.056,0.055,0.061,0.058
0.052,0.044,0.044,0.045,0.058,0.041,0.042,0.043,0.057,0.051,0.065,0.057
0.044,0.043,0.045,0.045,0.049,0.035,0.048,0.042,0.044,0.049,0.067,0.071
0.042,0.041,0.044,0.044,0.043,0.041,0.043,0.046,0.045,0.044,0.06,0.044
,,,,,,,,,,,
0.04,0.043,0.047,0.056,0.042,0.044,0.042,0.042,0.038,0.044,0.054,0.049
0.036,0.056,0.055,0.064,0.047,0.065,0.041,0.039,0.043,0.062,0.052,0.048
0.037,0.036,0.045,0.037,0.04,0.04,0.044,0.042,0.038,0.04,0.042,0.043
0.036,0.042,0.035,0.041,0.037,0.032,0.044,0.043,0.039,0.048,0.05,0.049
0.038,0.04,0.047,0.041,0.049,0.045,0.048,0.037,0.051,0.046,0.051,0.038
0.049,0.042,0.043,0.042,0.053,0.04,0.043,0.04,0.054,0.043,0.054,0.041
0.04,0.037,0.041,0.039,0.043,0.031,0.046,0.033,0.039,0.039,0.046,0.048
0.041,0.038,0.043,0.039,0.04,0.04,0.042,0.039,0.041,0.046,0.053,0.049
,,,,,,,,,,,
0.041,0.051,0.042,0.05,0.043,0.045,0.049,0.055,0.038,0.039,0.044,0.051
0.036,0.065,0.042,0.049,0.054,0.063,0.042,0.059,0.038,0.069,0.052,0.047
0.038,0.04,0.044,0.035,0.037,0.043,0.044,0.048,0.038,0.047,0.042,0.049
0.036,0.044,0.035,0.047,0.038,0.035,0.045,0.046,0.039,0.05,0.049,0.059
0.039,0.047,0.047,0.043,0.043,0.042,0.046,0.052,0.049,0.046,0.057,0.052
0.049,0.044,0.043,0.041,0.053,0.043,0.044,0.043,0.057,0.04,0.053,0.054
0.041,0.041,0.041,0.045,0.045,0.033,0.046,0.037,0.043,0.04,0.05,0.061
0.041,0.041,0.042,0.043,0.041,0.041,0.042,0.037,0.042,0.058,0.049,0.051
