0.109,0.046,0.046,0.051,0.047,0.046,0.247,0.097,0.064,0.065,0.081,0.053
0.15,0.062,0.046,0.048,0.407,0.065,0.076,0.052,0.056,0.065,0.428,0.06
0.13,0.053,0.045,0.061,0.176,0.054,0.045,0.052,0.161,0.049,0.046,0.325
0.111,0.4,0.371,0.064,0.289,0.061,0.051,0.058,0.126,0.049,0.053,0.279
0.049,0.044,0.046,0.046,0.048,0.05,0.045,0.049,0.053,0.361,0.08,0.046
0.085,0.048,0.074,0.046,0.061,0.059,0.048,0.091,0.069,0.056,0.052,0.048
0.047,0.484,0.605,0.054,0.359,0.046,0.383,0.214,0.073,0.453,0.05,0.052
0.06,0.057,0.055,0.052,0.185,0.088,0.074,0.053,0.065,0.058,0.056,0.135
