0.051,0.223,0.061,0.466,0.052,0.386,0.059,0.259,0.065,0.046,0.058,0.185
0.871,0.808,1.143,0.61,1.013,0.752,2.012,0.583,1.201,0.938,1.191,0.511
0.647,0.062,0.103,0.128,0.658,0.076,0.039,0.163,0.477,0.066,0.177,0.126
0.7,0.142,0.244,0.681,0.42,0.353,0.17,0.699,0.515,0.278,0.041,0.071
0.601,0.132,0.585,0.34,0.046,0.069,0.726,0.157,0.066,0.564,0.755,0.224
0.882,0.455,0.528,0.58,0.132,0.066,0.597,0.086,0.812,0.455,0.089,0.182
0.941,0.096,0.07,0.057,0.607,0.063,0.112,0.101,1.169,0.048,0.084,0.158
0.52,0.046,0.786,0.195,0.056,0.053,0.688,0.245,0.514,0.046,0.808,0.233
