0.048,0.046,0.059,0.081,0.046,0.044,0.058,0.045,0.046,0.048,0.047,0.056
0.046,0.071,0.07,0.046,0.048,0.045,0.047,0.043,0.045,0.046,0.044,0.045
0.07,0.06,0.044,0.067,0.047,0.043,0.937,0.068,0.093,0.043,0.043,0.052
0.047,0.057,1.253,0.071,0.138,0.053,0.72,0.051,0.7,0.045,0.047,0.052
0.051,0.144,0.794,0.048,0.048,0.072,0.049,0.048,0.047,0.044,0.059,0.375
0.046,0.344,0.044,0.054,0.11,0.043,0.044,0.074,0.046,0.49,0.043,0.048
0.045,0.049,0.067,0.057,0.045,0.046,0.064,0.518,0.045,0.045,0.063,0.046
0.046,0.048,0.045,0.065,0.056,0.049,0.22,0.068,0.044,0.045,0.043,0.045
