0.292,1.344,2.453,2.32,0.343,1.643,1.914,1.508,0.314,1.826,1.809,2.053
1.202,2.231,1.788,2.393,1.777,2.634,2.522,2.436,2.003,2.392,1.918,2.178
1.591,1.74,1.367,2.401,2.219,1.935,2.121,2.619,2.383,1.933,2.524,1.792
1.984,2.203,2.315,2.145,2.489,2.102,2.138,2.391,2.041,2.68,1.936,2.189
1.764,2.224,2.718,2.087,2.325,2.337,2.753,2.41,2.548,2.353,2.351,1.793
2.089,1.958,1.115,2.296,2.505,2.099,2.194,2.006,2.27,1.772,1.646,1.345
2.026,1.733,1.731,2.25,2.278,1.614,1.737,2.092,2.071,1.563,1.7,1.359
2.535,0.716,1.473,1.393,2.213,0.744,1.372,1.871,2.23,0.947,1.725,2.126
